userid,time,lat,lon,locationid
5970,2010-08-10T16:29:31Z,51.5144113683,-0.1419210434,23090
5970,2010-08-09T16:29:08Z,51.5130225841,-0.1241970062,45170
5970,2010-08-09T14:58:29Z,51.513740522,-0.123474202,1437984
5970,2010-08-09T11:42:00Z,51.51311255,-0.12480645,130996
6207,2010-08-04T09:57:45Z,51.5144113683,-0.1419210434,23090
6207,2010-08-04T09:57:29Z,51.51444936,-0.141907124,1396778
6247,2010-03-29T13:25:14Z,51.51375125,-0.1234786333,23111
6247,2010-03-29T11:07:14Z,51.5162541127,-0.1308703423,51161
6304,2010-01-14T22:22:42Z,51.5136260986,-0.1310043335,291833
6304,2010-01-14T21:22:57Z,51.5137558333,-0.1274465,325398
6304,2010-01-14T21:09:05Z,51.5127543203,-0.1237619958,328054
6304,2010-01-14T16:21:46Z,51.513246275,-0.1240908222,380560
6304,2010-01-14T15:45:37Z,51.5131389383,-0.1241958997,82511
6304,2010-01-12T13:39:36Z,51.5134537604,-0.1237771279,368450
6304,2010-01-12T13:15:52Z,51.5131389383,-0.1241958997,82511
6304,2010-01-11T20:57:29Z,51.5130018,-0.1316211333,326055
6387,2010-04-29T17:54:44Z,51.5154262223,-0.1413631439,36486
6622,2010-10-14T12:35:24Z,51.51444936,-0.141907124,1396778
6622,2010-10-14T12:28:45Z,51.5128991001,-0.1422815543,130549
6622,2010-10-14T08:50:48Z,51.51444936,-0.141907124,1396778
6622,2010-10-14T08:49:17Z,51.5151725109,-0.1417815685,23711
6622,2010-10-07T18:08:27Z,51.5126953668,-0.1393120173,844804
6622,2010-09-29T17:11:59Z,51.51535552,-0.14230871,511627
6622,2010-09-23T15:26:23Z,51.5150142975,-0.1419942385,829799
6622,2010-09-22T17:39:50Z,51.51345995,-0.142169697,1300599
6622,2010-09-15T11:41:04Z,51.5144113683,-0.1419210434,23090
6622,2010-08-27T17:14:24Z,51.51345995,-0.142169697,1300599
6622,2010-08-13T17:21:41Z,51.51331655,-0.1401264333,54044
6622,2010-06-18T17:18:48Z,51.51345995,-0.142169697,1300599
6622,2010-01-06T18:01:00Z,51.514848693,-0.1335310936,35684
6622,2010-01-06T13:27:29Z,51.5144674566,-0.1332964014,204734
6622,2009-10-15T16:40:07Z,51.5144113683,-0.1419210434,23090
6672,2010-03-22T10:39:17Z,51.5144113683,-0.1419210434,23090
6672,2010-03-03T12:54:26Z,51.51359255,-0.13512,84538
6672,2010-03-02T10:15:29Z,51.5144113683,-0.1419210434,23090
6888,2010-05-07T15:11:36Z,51.5144113683,-0.1419210434,23090
6888,2009-10-17T16:28:52Z,51.5126353194,-0.1391422749,28302
6930,2010-06-17T07:34:32Z,51.5154271544,-0.1374995455,333074
6930,2010-06-17T07:33:55Z,51.5149254748,-0.1391422749,401241
7162,2010-09-21T17:42:44Z,51.5147452044,-0.1247549057,572066
7170,2010-05-19T13:45:59Z,51.5147452044,-0.1247549057,572066
7170,2010-04-16T07:47:45Z,51.5155397243,-0.131803751,322153
7170,2010-03-24T16:26:11Z,51.5155397243,-0.131803751,322153
7220,2010-06-29T08:30:13Z,51.5161998079,-0.142336144,680043
7220,2010-06-29T08:29:32Z,51.5151725109,-0.1417815685,23711
7231,2010-07-31T21:29:04Z,51.5137407167,-0.1342837034,95206
7231,2010-07-31T21:15:39Z,51.5126353194,-0.1391422749,28302
7231,2010-07-31T15:48:03Z,51.51444936,-0.141907124,1396778
7233,2010-07-19T15:20:04Z,51.5128974812,-0.132283975,420896
7390,2010-06-07T14:28:08Z,51.5132228921,-0.1313745975,152441
7390,2010-05-27T11:29:09Z,51.513323,-0.130332,746593
7390,2010-04-29T18:09:35Z,51.5130018,-0.1316211333,326061
7390,2010-04-27T13:00:56Z,51.513323,-0.130332,746593
7417,2010-09-03T13:49:54Z,51.5144113683,-0.1419210434,23090
7546,2010-07-20T12:00:56Z,51.5144113683,-0.1419210434,23090
7563,2010-01-27T12:20:53Z,51.5127116728,-0.1318456659,91435
7563,2010-01-21T14:34:49Z,51.5127116728,-0.1318456659,91435
7563,2010-01-19T12:35:51Z,51.5127116728,-0.1318456659,91435
7563,2010-01-18T09:18:16Z,51.5127116728,-0.1318456659,91435
7563,2010-01-05T13:54:18Z,51.5127116728,-0.1318456659,91435
7563,2010-01-04T16:25:09Z,51.5127116728,-0.1318456659,91435
7757,2010-04-16T22:00:39Z,51.5128219,-0.1390671667,179257
7757,2010-04-16T20:17:48Z,51.5151725109,-0.1417815685,23711
7849,2009-11-27T11:14:25Z,51.51413805,-0.1399042667,36465
7884,2010-02-27T19:50:42Z,51.5125452413,-0.130807522,622110
7956,2009-12-11T15:33:45Z,51.513324715,-0.1380962133,155171
8204,2010-04-25T16:25:13Z,51.5152726603,-0.1419961452,17810
8391,2010-08-12T12:01:21Z,51.5148894856,-0.1249989504,32782
8391,2010-05-04T18:38:25Z,51.5134178389,-0.1361398828,222339
8391,2010-05-04T07:31:43Z,51.5147452044,-0.1247549057,572066
8391,2010-03-31T16:43:18Z,51.5144113683,-0.1419210434,23090
8391,2010-02-26T10:57:07Z,51.5147452044,-0.1247549057,572066
8399,2010-10-19T15:16:55Z,51.5144113683,-0.1419210434,23090
8402,2010-08-01T13:29:46Z,51.5157985854,-0.1385061846,84204
8402,2010-08-01T11:09:45Z,51.5144113683,-0.1419210434,23090
8411,2009-12-09T17:28:47Z,51.5127667833,-0.1407959,23089
8412,2010-03-24T19:19:47Z,51.5138716055,-0.1363696965,54102
8412,2010-01-22T09:56:30Z,51.5154462521,-0.1423501968,149347
8419,2010-10-02T13:12:57Z,51.514249761,-0.134692244,1354416
8419,2010-09-11T16:00:49Z,51.5138716055,-0.1363696965,54102
8419,2010-09-11T15:46:59Z,51.5130452,-0.13894095,159543
8419,2010-07-05T13:24:50Z,51.5145307676,-0.1357071951,77772
8419,2010-06-24T14:08:57Z,51.5145307676,-0.1357071951,77772
8419,2010-06-14T13:29:32Z,51.5145307676,-0.1357071951,77772
8419,2010-05-26T20:17:39Z,51.5125531255,-0.1380002942,113716
8419,2010-05-21T20:51:09Z,51.51547026,-0.14199233,991886
8419,2010-04-16T11:30:50Z,51.5145307676,-0.1357071951,77772
8422,2010-08-13T13:17:05Z,51.5140898667,-0.1255882333,325354
8439,2010-09-24T17:14:43Z,51.5150884671,-0.131597326,586696
8439,2010-09-05T12:34:34Z,51.5133134,-0.1263103833,45173
8439,2010-09-05T12:14:53Z,51.5137905833,-0.1270044667,23874
8439,2010-09-05T11:40:42Z,51.5145581333,-0.1263125167,685678
8439,2010-08-08T16:30:27Z,51.513740522,-0.123474202,1437984
8444,2010-09-21T13:01:58Z,51.512732104,-0.124190801,4149694
8444,2010-06-30T12:06:32Z,51.5144113683,-0.1419210434,23090
8444,2010-06-15T11:25:09Z,51.5144113683,-0.1419210434,23090
8444,2010-05-28T11:29:40Z,51.5144113683,-0.1419210434,23090
8444,2010-05-28T08:05:26Z,51.5144113683,-0.1419210434,23090
8444,2010-05-21T11:51:38Z,51.516006506,-0.1353530774,472398
8444,2010-04-14T12:59:03Z,51.5144113683,-0.1419210434,23090
8444,2010-04-14T12:46:54Z,51.5153394265,-0.1418566704,53769
8444,2010-04-14T11:30:31Z,51.5129513435,-0.138766774,217017
8451,2010-05-05T18:51:19Z,51.5151232942,-0.1316193526,1069149
8457,2010-10-18T10:43:48Z,51.5160736167,-0.1352793667,462202
8457,2010-10-18T10:43:33Z,51.51552408,-0.13940018,1488058
8457,2010-10-18T07:10:51Z,51.51623586,-0.139714199,1518979
8457,2010-10-18T07:05:08Z,51.51570165,-0.14125669,1322645
8457,2010-10-18T07:04:42Z,51.516233177,-0.142095692,1518933
8457,2010-10-16T18:09:53Z,51.512721,-0.14273017,914951
8458,2009-11-30T13:07:54Z,51.5152411833,-0.12708065,22339
8458,2009-11-30T13:07:43Z,51.5149501354,-0.1266689302,34384
8458,2009-11-30T12:49:02Z,51.5135206405,-0.1287482692,60163
8458,2009-11-30T12:48:37Z,51.5131681667,-0.1288043333,112501
8458,2009-11-30T12:48:27Z,51.51339615,-0.1294117,22061
8458,2009-11-30T12:47:41Z,51.5133441,-0.13059285,22063
8458,2009-11-30T12:47:23Z,51.5130567615,-0.1301201905,51030
8458,2009-11-30T12:47:07Z,51.5127456333,-0.1298204667,60171
8458,2009-11-30T12:46:25Z,51.5127116728,-0.1318456659,91435
8458,2009-09-19T15:55:51Z,51.5127667833,-0.1407959,23089
8458,2009-09-19T15:45:15Z,51.5144113683,-0.1419210434,23090
8458,2009-09-19T15:43:34Z,51.5163072167,-0.1325426333,23088
8462,2010-10-19T09:27:15Z,51.513327596,-0.138212754,5346511
8462,2010-10-19T09:25:16Z,51.515695445,-0.14084285,5303089
8464,2010-08-09T19:47:55Z,51.5142247333,-0.13278555,24149
8464,2010-08-09T19:46:55Z,51.51339615,-0.1294117,22061
8464,2010-08-09T19:46:25Z,51.51288155,-0.1279710667,500253
8464,2010-08-09T19:46:05Z,51.51462805,-0.13059353,392937
8464,2010-08-09T19:45:44Z,51.51310479,-0.12398648,1277737
8464,2010-08-09T19:44:34Z,51.5138203833,-0.1269481833,45177
8464,2010-08-09T19:39:49Z,51.515794,-0.1261606833,22338
8464,2010-07-31T16:14:45Z,51.5126353194,-0.1391422749,28302
8470,2009-10-19T16:16:58Z,51.51339615,-0.1294117,22061
8470,2009-10-19T16:16:14Z,51.5139172865,-0.1287460327,51090
8470,2009-10-19T16:15:56Z,51.5138203833,-0.1269481833,45177
8470,2009-10-19T16:15:33Z,51.51434595,-0.1257698,34257
8470,2009-10-19T16:05:26Z,51.51429095,-0.1295914333,51094
8470,2009-10-19T16:04:24Z,51.514731851,-0.1300522685,22340
8470,2009-10-19T16:04:12Z,51.514731851,-0.1300522685,22340
8470,2009-10-19T16:02:08Z,51.5152542996,-0.1295050979,53833
8470,2009-10-19T15:47:27Z,51.5157018833,-0.1283512,22336
8470,2009-10-19T15:45:54Z,51.5162541127,-0.1308703423,51161
8470,2009-10-19T15:44:41Z,51.5162494167,-0.1303119167,22058
8650,2010-06-16T10:57:39Z,51.5127679667,-0.1366507,350644
8684,2010-09-15T17:39:52Z,51.5155590656,-0.1423841028,68148
8684,2010-09-15T15:46:05Z,51.5126353194,-0.1391422749,28302
9126,2010-09-08T18:03:29Z,51.5144113683,-0.1419210434,23090
9126,2010-09-08T17:22:50Z,51.51444936,-0.141907124,1396778
9126,2009-11-26T16:42:45Z,51.51377904,-0.13851594,134736
9126,2009-11-26T15:27:35Z,51.51567835,-0.1407494833,115023
9126,2009-10-14T18:20:51Z,51.5144113683,-0.1419210434,23090
9126,2009-10-04T15:04:23Z,51.5152726603,-0.1419961452,17810
9539,2010-04-04T14:38:24Z,51.5138854883,-0.1265969479,258910
9612,2010-09-13T07:50:19Z,51.5144113683,-0.1419210434,23090
9612,2010-08-07T14:13:56Z,51.5138716055,-0.1363696965,54102
9613,2010-05-07T19:46:11Z,51.513580066,-0.1301877959,214034
9613,2010-04-21T17:30:19Z,51.5127116728,-0.1318456659,91435
9613,2010-04-21T12:48:10Z,51.51473825,-0.1329370833,373968
9613,2010-04-16T13:17:41Z,51.5132684,-0.1340066667,60182
9613,2010-04-07T17:26:59Z,51.5127116728,-0.1318456659,91435
9613,2010-02-22T12:21:03Z,51.5127116728,-0.1318456659,91435
9613,2010-02-17T13:48:14Z,51.5130935231,-0.1309038776,572028
9613,2010-02-12T20:06:05Z,51.5133261902,-0.131135376,396063
9613,2010-01-28T20:28:48Z,51.5151887666,-0.1268160758,138308
9613,2010-01-28T13:07:25Z,51.513985175,-0.1320443281,328018
9613,2010-01-26T16:44:33Z,51.5127116728,-0.1318456659,91435
9613,2010-01-25T16:59:18Z,51.5127116728,-0.1318456659,91435
9613,2010-01-22T12:52:40Z,51.513985175,-0.1320443281,328018
9613,2010-01-21T13:54:36Z,51.513985175,-0.1320443281,328018
9613,2010-01-19T12:05:34Z,51.5130018,-0.1316211333,326061
9613,2010-01-19T12:05:21Z,51.5127116728,-0.1318456659,91435
9613,2010-01-18T13:42:13Z,51.5127116728,-0.1318456659,91435
9613,2010-01-13T13:59:46Z,51.5127116728,-0.1318456659,91435
9613,2010-01-13T13:54:47Z,51.5151424661,-0.131379962,193613
9613,2010-01-13T13:53:37Z,51.513985175,-0.1320443281,328018
9613,2010-01-12T15:37:30Z,51.5127116728,-0.1318456659,91435
9613,2010-01-11T10:18:57Z,51.5127116728,-0.1318456659,91435
9613,2010-01-10T16:41:00Z,51.5126353194,-0.1391422749,28302
9613,2010-01-10T16:39:28Z,51.5155590656,-0.1423841028,68148
9613,2010-01-06T10:06:32Z,51.5127116728,-0.1318456659,91435
9613,2010-01-05T13:44:42Z,51.513985175,-0.1320443281,328018
9613,2010-01-05T12:19:07Z,51.5127116728,-0.1318456659,91435
9613,2010-01-04T16:55:59Z,51.5127116728,-0.1318456659,91435
9613,2009-11-10T16:52:20Z,51.5128162168,-0.132035772,23845
9613,2009-11-10T16:51:41Z,51.5127116728,-0.1318456659,91435
9613,2009-11-05T14:12:42Z,51.5132684,-0.1340066667,60182
9647,2010-09-09T17:28:07Z,51.513448817,-0.136038023,2191265
9647,2010-09-09T17:23:19Z,51.5157082833,-0.1320126333,69166
9725,2010-10-15T20:39:04Z,51.5127822133,-0.1279896498,194710
9930,2010-06-27T12:25:15Z,51.5151725109,-0.1417815685,23711
9930,2010-06-27T12:25:05Z,51.5154262223,-0.1413631439,36486
9987,2010-03-16T13:46:51Z,51.51393485,-0.12516248,720909
10082,2010-09-18T10:41:02Z,51.5144113683,-0.1419210434,23090
10097,2010-10-05T13:38:54Z,51.5131227382,-0.1388096809,190528
10097,2010-10-05T12:27:03Z,51.5134165224,-0.1297438145,228607
10097,2010-10-04T13:58:42Z,51.5144113683,-0.1419210434,23090
10168,2010-03-28T17:28:07Z,51.5133862333,-0.1378477667,509305
10168,2010-03-21T16:04:40Z,51.5131227382,-0.1388096809,190528
10168,2010-03-21T16:02:36Z,51.5125456,-0.1324710167,326092
10168,2010-03-21T16:02:20Z,51.5125456,-0.1324710167,326090
10168,2010-03-20T16:15:50Z,51.5149500553,-0.137500614,744696
10168,2010-03-17T21:47:01Z,51.5132684,-0.1340066667,60182
10168,2010-03-17T13:53:51Z,51.5129785667,-0.1319402167,326081
10638,2010-05-22T16:47:45Z,51.5132388,-0.1362076833,35320
10638,2010-05-22T08:26:08Z,51.5144113683,-0.1419210434,23090
10658,2009-11-07T20:35:10Z,51.5132388,-0.1362076833,35320
10658,2009-11-07T18:54:44Z,51.5146703,-0.1335142167,34227
10660,2009-11-10T09:57:55Z,51.5147452348,-0.1353225808,32465
10664,2009-12-09T19:59:32Z,51.5126353194,-0.1391422749,28302
10667,2010-05-25T10:01:38Z,51.5135233525,-0.130687952,55251
10667,2009-12-08T18:02:45Z,51.5136694833,-0.139153,54207
10667,2009-12-08T16:57:05Z,51.5156596359,-0.1418614475,173201
10668,2010-09-15T20:10:09Z,51.5160736167,-0.1352793667,462202
10668,2010-05-20T18:23:45Z,51.5141482667,-0.1397839833,103858
10670,2010-08-04T20:45:25Z,51.5142247333,-0.13278555,24149
10672,2010-07-03T19:07:11Z,51.5136815,-0.1353304333,87293
10674,2010-08-27T19:42:40Z,51.5145216,-0.1299007167,1045879
10676,2010-04-30T13:28:10Z,51.5149254748,-0.1391422749,401241
10678,2010-08-02T17:28:26Z,51.5144113683,-0.1419210434,23090
10678,2010-08-02T17:28:09Z,51.5144113683,-0.1419210434,23090
10681,2010-06-13T16:56:06Z,51.5131907946,-0.1322147277,478312
10681,2010-06-13T15:47:34Z,51.5139106097,-0.140182972,22480
10683,2010-08-25T19:09:29Z,51.514770469,-0.137794988,2297248
10683,2010-07-07T11:16:01Z,51.5147452348,-0.1353225808,32465
10683,2010-04-13T15:59:03Z,51.5151725109,-0.1417815685,23711
10684,2010-07-08T12:58:10Z,51.5144113683,-0.1419210434,23090
10688,2009-11-17T22:11:20Z,51.5126626006,-0.1392838562,89290
10689,2010-05-08T19:02:56Z,51.5161308075,-0.1402154428,1082966
10689,2010-05-07T14:13:47Z,51.5139106097,-0.140182972,22480
10690,2010-08-21T16:19:00Z,51.5134376,-0.12914945,1174701
10690,2010-08-21T16:16:58Z,51.514731851,-0.1300522685,22340
10690,2010-08-21T16:16:35Z,51.5152542996,-0.1295050979,53833
10691,2010-01-30T16:33:20Z,51.5151725109,-0.1417815685,23711
10691,2010-01-30T16:24:59Z,51.51567835,-0.1407494833,115023
10691,2010-01-30T16:08:53Z,51.5154262223,-0.1413631439,36486
10692,2010-02-03T20:41:24Z,51.5140221909,-0.1317418548,501211
10693,2010-08-03T15:19:52Z,51.5144113683,-0.1419210434,23090
10694,2010-10-18T11:39:04Z,51.5150685833,-0.1358141,36509
10698,2010-03-12T17:04:32Z,51.5144113683,-0.1419210434,23090
10699,2010-05-14T12:23:04Z,51.5130935231,-0.1309038776,572028
10699,2010-03-31T12:15:33Z,51.5127667833,-0.1407959,23089
10699,2010-03-31T12:06:20Z,51.5144113683,-0.1419210434,23090
10699,2010-03-31T12:02:55Z,51.5152726603,-0.1419961452,17810
10706,2010-07-29T19:17:28Z,51.51435708,-0.13055121,1523191
10706,2010-03-28T14:08:18Z,51.5126451106,-0.1301594202,785168
10706,2010-03-28T12:33:52Z,51.5135206405,-0.1287482692,60163
10706,2010-03-28T10:42:25Z,51.5125456,-0.1324710167,326090
10706,2010-03-27T23:57:54Z,51.5131220723,-0.1338035184,416699
10706,2010-03-27T18:29:58Z,51.5127863456,-0.1432405121,809461
10706,2010-03-27T16:04:39Z,51.5144520695,-0.1320738989,807686
10706,2010-03-27T15:18:20Z,51.5150685833,-0.1358141,36509
10706,2010-02-20T14:06:12Z,51.5150884671,-0.131597326,586696
10706,2010-02-20T13:20:08Z,51.5157082833,-0.1320126333,69166
10706,2010-02-17T21:29:50Z,51.51405183,-0.1345448823,385590
10708,2010-09-22T12:44:55Z,51.5159654617,-0.1290303469,1349318
10708,2010-09-16T12:35:46Z,51.5159654617,-0.1290303469,1349318
10708,2010-06-07T08:43:05Z,51.5151725109,-0.1417815685,23711
10708,2010-04-13T15:58:54Z,51.5151725109,-0.1417815685,23711
10708,2010-02-06T01:04:33Z,51.5150861333,-0.1340099667,512914
10708,2010-02-05T21:19:16Z,51.5149738662,-0.133359453,511656
10708,2010-02-05T19:46:13Z,51.5156054603,-0.1324586216,200921
10708,2010-01-28T14:21:06Z,51.5152726603,-0.1419961452,17810
10772,2010-03-13T10:52:12Z,51.51434595,-0.1257698,34257
10772,2010-03-07T16:59:12Z,51.513840503,-0.1412504911,295922
10772,2010-03-07T16:59:01Z,51.5141242674,-0.1418995857,54014
10772,2010-03-07T16:58:54Z,51.5141576513,-0.1414811611,400923
10772,2010-03-07T16:58:47Z,51.5142555,-0.1416049,480368
10772,2010-03-07T16:58:40Z,51.5141883787,-0.1420269372,364033
10772,2010-03-07T16:58:33Z,51.514838678,-0.1417386532,350516
10772,2010-03-07T16:58:24Z,51.5144113683,-0.1419210434,23090
10772,2009-12-04T17:53:08Z,51.51339615,-0.1294117,22061
10772,2009-12-04T17:52:48Z,51.5127456333,-0.1298204667,60171
10772,2009-12-04T17:52:34Z,51.5129691685,-0.1283061504,24005
10772,2009-12-04T17:52:08Z,51.5131681667,-0.1288043333,112501
10772,2009-12-04T17:51:55Z,51.5128227484,-0.1283686885,103179
10868,2010-02-07T13:59:23Z,51.5128201611,-0.1391946257,523034
10870,2010-07-27T19:41:33Z,51.5144113683,-0.1419210434,23090
10886,2010-07-07T17:27:03Z,51.5145493903,-0.1423294745,156228
10908,2010-07-26T21:30:58Z,51.5144674566,-0.1332964014,204734
10908,2010-07-26T16:01:06Z,51.51385647,-0.14025092,1211930
10914,2010-08-24T21:03:50Z,51.51360734,-0.13079954,1410096
10915,2010-09-16T19:22:20Z,51.5135834444,-0.131739378,406720
10915,2010-07-18T12:49:41Z,51.5128633167,-0.1407658833,84293
10915,2010-07-17T13:15:01Z,51.5144113683,-0.1419210434,23090
10915,2010-07-17T12:39:23Z,51.5128633167,-0.1407658833,84293
10915,2010-07-17T12:03:13Z,51.5136775333,-0.1259957667,325373
10933,2009-12-11T22:58:31Z,51.5156038999,-0.1282386524,196074
10938,2010-05-19T18:53:37Z,51.5136815,-0.1353304333,87293
10938,2010-05-19T16:56:19Z,51.5127667833,-0.1407959,23089
10938,2010-05-19T16:51:53Z,51.5144113683,-0.1419210434,23090
10938,2010-02-19T16:01:19Z,51.5144113683,-0.1419210434,23090
10938,2010-02-18T18:36:49Z,51.5136815,-0.1353304333,87293
10938,2010-02-18T14:59:06Z,51.5144113683,-0.1419210434,23090
10945,2010-10-08T19:43:43Z,51.5144113683,-0.1419210434,23090
10945,2010-10-07T19:14:41Z,51.5144113683,-0.1419210434,23090
10945,2010-09-30T17:43:14Z,51.5150705,-0.13316805,230419
10945,2010-09-24T11:19:46Z,51.5144113683,-0.1419210434,23090
10945,2010-08-26T20:00:03Z,51.5144113683,-0.1419210434,23090
10945,2010-07-02T21:22:38Z,51.5156561672,-0.1284783382,756480
10945,2010-06-29T21:42:51Z,51.5150297746,-0.1269279453,528763
10945,2010-06-29T19:58:17Z,51.5137606859,-0.1268899441,1169277
10945,2010-06-29T11:59:33Z,51.5144113683,-0.1419210434,23090
10945,2010-05-02T12:31:25Z,51.5144113683,-0.1419210434,23090
10980,2010-01-26T11:34:54Z,51.5157246192,-0.1373199247,454826
11044,2010-08-05T11:18:42Z,51.51444936,-0.141907124,1396778
11044,2010-08-04T18:41:43Z,51.5144113683,-0.1419210434,23090
11053,2010-03-28T17:28:19Z,51.5133862333,-0.1378477667,509305
11053,2010-03-20T16:16:54Z,51.5149500553,-0.137500614,744696
11053,2010-03-19T17:37:28Z,51.5149500553,-0.137500614,744696
11053,2010-03-19T17:23:03Z,51.5156131666,-0.1381981373,402461
11053,2010-03-17T21:17:14Z,51.5132684,-0.1340066667,60182
11053,2010-03-17T14:48:19Z,51.5132782249,-0.1312468683,433350
11053,2010-03-17T14:21:03Z,51.5136260986,-0.1310043335,291833
11053,2010-03-17T13:34:41Z,51.5130018,-0.1316211333,326055
11053,2010-03-17T13:18:18Z,51.5129785667,-0.1319402167,326081
11199,2010-06-06T15:39:09Z,51.5144113683,-0.1419210434,23090
11199,2010-04-04T13:25:24Z,51.5144113683,-0.1419210434,23090
11199,2010-04-02T13:58:33Z,51.5162541127,-0.1308703423,51161
11728,2010-09-04T16:35:51Z,51.5145493903,-0.1423294745,156228
11786,2010-02-26T22:13:22Z,51.5148894856,-0.1249989504,32782
11803,2010-09-10T08:15:19Z,51.5144180451,-0.1267933846,34253
11861,2010-02-13T22:42:59Z,51.5132388,-0.1362076833,35320
11861,2010-02-13T22:42:32Z,51.5134178389,-0.1361398828,222339
11861,2010-01-27T13:57:51Z,51.5127379594,-0.1393372559,229931
11938,2010-10-20T16:07:15Z,51.5144113683,-0.1419210434,23090
11938,2010-10-20T15:42:00Z,51.5137637194,-0.1414060593,365222
11938,2010-10-20T15:04:01Z,51.5130463952,-0.1405027902,208272
11938,2010-10-20T13:44:55Z,51.5132656028,-0.1401418813,1052968
11938,2010-10-20T13:39:33Z,51.513476833,-0.139435983,5835535
11938,2010-10-20T13:38:40Z,51.51358115,-0.139629683,1306684
11938,2010-10-20T13:05:06Z,51.5139106097,-0.140182972,22480
11938,2010-10-20T13:01:38Z,51.5144499,-0.1407507333,22474
11938,2010-10-20T12:48:01Z,51.5141957833,-0.1394509833,71053
11938,2010-10-20T12:43:42Z,51.51455494,-0.13844184,5803959
11938,2010-10-20T12:41:46Z,51.5134831333,-0.1385388167,30381
11938,2010-10-20T12:39:07Z,51.513733831,-0.138440156,4250030
11938,2010-10-20T12:35:22Z,51.51353,-0.1385951,89471
11938,2010-10-20T11:49:40Z,51.5132225333,-0.1388926,30376
11938,2010-10-18T14:04:40Z,51.5152411833,-0.12708065,22339
11957,2010-05-18T18:21:58Z,51.5126876831,-0.1238098145,363298
11964,2010-03-06T20:54:46Z,51.513868519,-0.1319816197,168657
11964,2010-03-06T18:33:52Z,51.5136815,-0.1353304333,87293
11964,2010-02-19T19:15:18Z,51.51378643,-0.13482356,582567
11964,2010-02-19T16:43:46Z,51.5127667833,-0.1407959,23089
11964,2010-02-18T18:48:15Z,51.5134809,-0.13217145,577739
11964,2010-02-06T12:13:04Z,51.5131294152,-0.1275551319,515092
11964,2010-02-06T11:58:30Z,51.51399976,-0.13133299,177314
11964,2010-02-05T19:57:08Z,51.5135099988,-0.139850378,511165
11964,2010-02-04T11:22:41Z,51.51399976,-0.13133299,177314
11964,2010-02-03T22:41:25Z,51.5162541127,-0.1308703423,51161
11964,2010-02-03T08:21:41Z,51.51399976,-0.13133299,177314
11964,2010-02-01T10:52:44Z,51.51399976,-0.13133299,177314
11964,2010-01-31T13:17:21Z,51.51359255,-0.13512,84538
11964,2010-01-29T09:29:20Z,51.51399976,-0.13133299,177314
11964,2010-01-25T14:10:40Z,51.5131389383,-0.1241958997,82511
11964,2010-01-24T13:30:54Z,51.51399976,-0.13133299,177314
11964,2010-01-22T22:57:07Z,51.5126152884,-0.1332521439,433158
11964,2010-01-21T22:09:25Z,51.5162541127,-0.1308703423,51161
11964,2010-01-16T17:21:32Z,51.5156038999,-0.1282386524,196074
11964,2010-01-16T17:19:46Z,51.5162541127,-0.1308703423,51161
11964,2010-01-13T14:59:20Z,51.5129558146,-0.134292841,374502
11964,2009-12-20T11:52:56Z,51.51399976,-0.13133299,177314
12376,2010-08-28T14:28:43Z,51.5162541127,-0.1308703423,51161
12378,2010-08-03T11:26:48Z,51.5139005944,-0.1343411207,152500
12378,2010-03-16T13:27:22Z,51.513246275,-0.1240908222,380560
12455,2010-10-08T12:46:18Z,51.5136864667,-0.1391572333,1044773
12455,2010-10-08T12:40:28Z,51.5131227382,-0.1388096809,190528
12455,2010-10-08T12:39:57Z,51.5152726603,-0.1419961452,17810
12455,2010-10-08T12:39:15Z,51.5151725109,-0.1417815685,23711
12479,2010-05-24T18:39:15Z,51.5162494167,-0.1303119167,22058
12496,2010-04-15T12:56:40Z,51.51303416,-0.12418377,944644
12543,2010-09-09T12:48:27Z,51.5147167833,-0.1410582167,690557
12543,2010-09-09T12:48:13Z,51.5151725109,-0.1417815685,23711
12543,2010-09-07T14:25:10Z,51.5147612667,-0.12622205,896761
12543,2010-09-07T11:20:52Z,51.5153668,-0.14188198,2036978
12589,2010-09-28T18:07:12Z,51.5162367823,-0.1357809542,97439
12589,2010-09-28T18:06:57Z,51.516036505,-0.134538862,3404876
12589,2010-09-28T18:06:46Z,51.516035,-0.1351484,1487194
12589,2010-09-28T18:06:35Z,51.5161052752,-0.1351688656,478040
12589,2010-09-28T18:06:21Z,51.516055667,-0.135566383,1336933
12589,2010-09-28T18:06:13Z,51.516006506,-0.1353530774,472398
12589,2010-09-28T18:06:02Z,51.5160736167,-0.1352793667,462202
12635,2010-08-23T18:38:23Z,51.5141482667,-0.1397839833,103858
12635,2010-08-12T15:37:20Z,51.5145493903,-0.1423294745,156228
12635,2010-08-12T14:46:18Z,51.5144113683,-0.1419210434,23090
12635,2010-08-12T10:46:31Z,51.5144113683,-0.1419210434,23090
12635,2010-08-12T10:32:44Z,51.5145493903,-0.1423294745,156228
12635,2010-08-07T19:13:07Z,51.5126728659,-0.1302787068,714386
12635,2010-07-10T15:44:25Z,51.5144113683,-0.1419210434,23090
12650,2010-10-02T16:02:59Z,51.5134831333,-0.1385388167,30381
12650,2010-10-01T18:35:43Z,51.51300346,-0.12628006,4755970
12650,2010-10-01T17:45:06Z,51.5136775333,-0.1259957667,325373
12650,2010-10-01T17:43:15Z,51.513680853,-0.1247691018,62233
12650,2010-10-01T17:42:23Z,51.5139310431,-0.125268695,392262
