userid	product	review
A1KZQ5DIX0YUE1	B000JO9JHW	our favourite sociopath not our favourite dvd set
A2HVL790PBWYTU	B000JO9JHW	another beautiful miami day mutilated corpses with a chance of afternoon showers
A16H208JVRTMU4	B000JO9JHW	dexter is the shiznit
A3E5V5TSTAY3R9	B000JO9JHW	really good tv
A3UDYY6L2NH3JS	B000JO9JHW	the death impulse as a survival instinct
A1R3VM07705OQP	B000JO9JHW	great but a bit overhyped
A1YVDY3TISDRE1	B000JO9JHW	awesome show
A32B6XWNR55SRL	B000JO9JHW	an excellent opening season
AK5F8RUC1DYZS	B000JO9JHW	brilliant just brilliant
AO3ZVS2A1SZ3Y	B000JO9JHW	there is a difference between the book and the showtime series
A3MD4IPLUUBQ38	B000JO9JHW	an easily addicting great new show
A1ER5AYS3FQ9O3	B000JO9JHW	do yourself a favor- watch the series and read the books i love both
AI4JWVX2MXKL6	B000JO9JHW	dexter's trouble but he's my kinda trouble
A23DUDLPGIJ13X	B000JO9JHW	this show is brilliant
A356RFKNIG043B	B000JO9JHW	completely carried by hall and the writing
A2NUHWMHA9XNKV	B000JO9JHW	0
A8LL0UL6IQRZP	B000JO9JHW	one of the best
A24ZFFRQ4MG3XL	B000JO9JHW	to say this is brilliant is truly an understatement -
A25KKXUQQ0OLWB	B000JO9JHW	showtime creates great tv
A24KZBAAUTC83R	B000JO9JHW	dexter is no disaster
A2DAHERP7HYJGO	B000JO9JHW	am i wrong for loving this show
A18JBPL6AML7F9	B000JO9JHW	one of the best written shows on
AYMNZ3KQAPD34	B000JO9JHW	be careful
A3KEZLJ59C1JVH	B000JO9JHW	bloody fantastic
A11T9M22K9892Y	B000JO9JHW	dexter gotta love him
A3PPXVR5J6U2JD	B000JO9JHW	dexter gets it right
A1TW9ZGRDQQZ2Y	B000JO9JHW	dark disturbing brilliant
AJKWF4W7QD4NS	B000JO9JHW	spectacular
AHYJONIS0LE1X	B000JO9JHW	bloody well right
A2TXA58UT6ICFR	B000JO9JHW	entertaining
A1QGMIQD8ZYDS8	B000JO9JHW	dexter a very twisted but interesting show
A2OE35KI34O8K3	B000JO9JHW	dexter at his finest
A2R1HAXRNU0QX7	B000JO9JHW	clever and entertaining great performance from hall
A2T05OQ5STEGDZ	B000JO9JHW	it's dexter
AUPB7GR9SZPNZ	B000JO9JHW	great show
A3LBFWWQGQYV48	B000JO9JHW	strangley entertaining
A9V8Z0OL8I16P	B000JO9JHW	still the best season out of them all
A1S4NMO34CBCMJ	B000JO9JHW	if there's a more complex show on tv
A1KMG1AIUS00DC	B000JO9JHW	a serial killer with charm
A96JD9312DHWC	B000JO9JHW	readers - the book is alike and yet different simply going one route will only show you one piece of an otherwise large puzzle
A6VXZ1EEPRTLV	B000JO9JHW	the rarest of programs dexter actually lives up to the hype and may drain the blood from your extremities
A2QD4TPD0K4MOI	B000JO9JHW	brilliant
A18758S1PUYIDT	B000JO9JHW	a most unconventional serial killer--with standards
AQP1VPK16SVWM	B000JO9JHW	exceptional first season of showtime series with nice presentation could include more special features
A4UKBG3M5U5TI	B000JO9JHW	extreme dexter-ity
A1XF0Z3255XNPP	B000JQYE4I	the shield is a first rate show
A1IM761LXXSCMZ	B000JQYE4I	too good to miss
AD4FHGSYV8Y0E	B000JQYE4I	had hitting fast paced drama
A3NTGI7AH77CZ4	B000JQYE4I	the shield season 5
A2YYQRMBNCBKXW	B000JQYE4I	absolute gritty drama
AG82OGDW8MP6E	B000JQYE4I	adictive
A2YMFM4KKYFPWU	B000JQYE4I	great show
A1LPKQWRHTAHQN	B000JQYE4I	sheid rules
A2E7W2XGXMG6RU	B000JQYE4I	well written
A1PGC1GEBY9CZU	B000JQYE4I	season 5 with forest whitaker
A276BSDSBYTULH	B000JQYE4I	wow
A84SIUM0F6E8H	B000JQYE4I	the shield season five
A3F80XTFQWCG8X	B000JQYE4I	awesome series
A1OXJYR350GASZ	B000JQYE4I	good but incomplete
A3AKXU5NXR95ZT	B000JQYE4I	shield
A3PMPQFUM7HSKJ	B000JQYE4I	good tv series
A1K9IW99EFBZ52	B000JQYE4I	are you happy now detective mackey
AJKWF4W7QD4NS	B000JQYE4I	spectacular
A2I2KMAA9CZB5F	B000JQYE4I	this is definitely one of the best crime series i have ever seen
A3IPY4K4TGUWQH	B000JQYE4I	season 5
A2W74NQWD4NWCO	B000JQYE4I	brutal ending
A2MSAU64QJ998A	B000JQYE4I	plenty of action suspense
AQZ64R6S3R1VF	B000JQYE4I	we miss glenn close
A3F6ZN38TD43UN	B000JQYE4I	keep the series going
A1NEVI417ITHD6	B000JQYE4I	entertaining
A20FF28AMP06TE	B000JQYE4I	dark but deep
A5TZXWU8AALIC	B000JQYE4I	a show that has never let up
AQP1VPK16SVWM	B000JQYE4I	mackey almost meets his match in kavanaugh
A2AUKFUKCPXI4S	B000JQYE4I	five stars
AJ0RY8KRIN6T2	B000JQYE4I	great series
A281387UUS2IN5	B000LVIIUC	what more can you say
A3N6GAJTEOF4MO	B000LVIIUC	south park issues the challenge to family guy
A1V3TRGWOMA8LC	B000LVIIUC	a south park classic
A1ER6IYOMM8VCT	B000LVIIUC	a very funny and important show
AD39QGHGWAOPQ	B000LVIIUC	similar to pig droppings but more manbear like ---al gore
AJKWF4W7QD4NS	B000LVIIUC	these kids are alright
AER15RIMV8E6D	B000LVIIUC	another awesome season
A19HCQSC5FVOXW	B000LVIIUC	great show still funny
A2L0G56BNOTX6S	B000MMX5E4	clear information
A24H8T8P1J1O0	B000MMX5E4	sad but true
A3EDIPCXT15C3T	B000MMX5E4	a plan for killing
A2MDTY8F27DX1G	B000MMX5E4	informative
A3IP8SKF2GBNCW	B000MMX5E4	very enlightening
AB8GR4KH1WHPV	B000MMX5E4	appears accurate
A222DZLU5DIC14	B000MMX5E4	knowledge is power knowing all there is to know about history is imperitive
A23JS9UFZWZKH0	B000MMX5E4	documentary
A2K62IHNYD9CBR	B000MMX5E4	my people were there
A351QGZ5S8PTBL	B000MMX5E4	oh my
A26RKIQHBBR8OP	B000MMX5E4	no words
A2PLQBS4SHFWC9	B000MMX5E4	five stars for quality
A19A15RML23LET	B000MMX5E4	must see
A1POFVVXUZR3IQ	B000MMX5E4	a riveting series that explores auschwitz and the nazi implementation of the final solution
A20EEWWSFMZ1PN	B000MN4YR0	they do it with mirrors
A3SVDGKBTH0XKF	B000MN4YR0	the mystery was who sucked the life out of this one
A152BVR1R1BLD5	B000MN4YR0	definitely had me guessing 'til the end
A3B6MXCAAXAANK	B000MN4YR0	joan hickson - my favorite miss marple
A1P3BZ61K6F8HW	B000MN4YR0	very boring
AEWAQ2Z2U4MG1	B000MPGI68	24 its okay
A24QOM8OX1AY72	B000MPGI68	i love it
A5M1M9IJEQ8J2	B000MPGI68	we lose a few more personnel but still manage to muddle through large scale corruption and the worst terrorists ever
A2IWMK5SLEJT5X	B000MPGI68	addicting
A3OK08U7I556AV	B000MPGI68	phenomenal
A2PUHH4ET0N0JE	B000MPGI68	season 6 is terrific
A32ZOSZVX052IJ	B000MPGI68	killer
A1S23DO741NAPV	B000MPGI68	what a thrill ride this show is
A3375IA1V6N0UK	B000MPGI68	who doesn't like 24
A1EDBI6TBKP9CO	B000MPGI68	totally hooked on this show
AG4YV623JL3X6	B000MPGI68	unthinkably bad synopses of these episodes
A70CNI39ZMSWC	B000MPGI68	timeless action series
A1R3VM07705OQP	B000MPGI68	yes its that bad
A2BFIYZYNK54QX	B000MPGI68	the power of bauer begins to falter
A32B6XWNR55SRL	B000MPGI68	your cursed jack
A3ENBNVNDMFOPK	B000MPGI68	another awesome 24 hours
A5JM6GF13W9SN	B000MPGI68	24
A2JFNI2PMBSH6T	B000MPGI68	action filled
A2VN9XRV211S63	B000MPGI68	amazing
A2QWF2BJ2FM4R2	B000MPGI68	not great but not bad
A3PMPQFUM7HSKJ	B000MPGI68	good season
A2I6MHMAZZDCRX	B000MPGI68	the jack bauer sorta power year
A1Q8FRSVHJ3S1	B000MPGI68	old hat 24
A331OF34UX4Y1K	B000MPGI68	the trouble was the chinese russian plot
A10CJINP7KBR4W	B000MPGI68	what happened
A18HCHX9MHJ42Q	B000MPGI68	exciting and well acted
ATECU14VUIOJ0	B000MPGI68	what in heck happened in china
AQ0EO10KTRJ4V	B000MPGI68	24 on a bad season is better than most other modern shows
A2FYMNCON6I16U	B000MPGI68	great show -- love the characters
A18LOJ4C0B5JRM	B000MPGI68	nonstop action
A15VFMU0WO8ED2	B000MPGI68	love the series
A29IFLFJ61H3W7	B000MPGI68	variations on an old theme
AER15RIMV8E6D	B000MPGI68	24 day six
A2HH39QLY21V1N	B000MPGI68	24 is the best
A3USPMZAS3L3AZ	B000MPGI68	i love this tv program
A32ROCXVVJRKSM	B000MPGI68	24 season 6
A95UXOAOBLBXS	B000MPGI68	24 is back
A2U5WUR3YCVOLI	B000MPGI68	loved all seasons of 24
A27Z1QAMC8DOUH	B000MPGI68	a fantastic show
A2P53J3PA5TH2O	B000MPGI68	someone finally says it
A33LMH8SBNUA76	B000MPGI68	weakest 24 season so far
AP3B615GM191G	B000MPGI68	don't understand the critical panning i loved it
AZAEJB1ECT9HC	B000MVI8HO	the deadly dolls
A3IN2WR1OYWJTT	B000MVI8HO	voyage season 1
A2DAHERP7HYJGO	B000MVI8HO	the seaview still saves the day
A331OF34UX4Y1K	B000MVI8HO	a good show brings back good memories
A16XRPF40679KG	B000MVI8HO	silly fun that is very enjoyable but
A2K3RSOH1HM6H7	B000MVIAUY	upernatural ale
A1HKBX2L0DV258	B000MVIAUY	love supernatural
A1KZQ5DIX0YUE1	B000MVIAUY	horror comedy tv greatness
A1LPKQWRHTAHQN	B000MVIAUY	just as good as season one
A3UDYY6L2NH3JS	B000MVIAUY	black is fate without light
AK5F8RUC1DYZS	B000MVIAUY	a thrilling experience
A2JC55M4BFADBK	B000MVIAUY	this show is great
A1X9NWBJGXZEDE	B000MVIAUY	wonderful
A1TW9ZGRDQQZ2Y	B000MVIAUY	if you love horror done right
A3H5MDZAMQV545	B000MVIAUY	the crash wasn't the end of their journey
ARMVAHWQQ9S8A	B000MVIAUY	and the award for most improved goes to
A4GQJPB7QQ141	B000MVIAUY	great show great season
ABWHLZFEM5SZY	B000MVIAUY	same as with the first season
A16QODENBJVUI1	B000MVIAUY	a huge improvement over season one
A18758S1PUYIDT	B000MVIAUY	a dark journey and not another teen show
AQP1VPK16SVWM	B000MVIAUY	no witchcraft involved in the success of the second season--it's darn entertaining
A2PV6GK1HV54Y9	B000MVN8GK	the end of mars
AVMD58XPG8LXN	B000MVN8GK	veronica mars season3 hope they'll continue
A1O1HWFO5Q9PJ0	B000MVN8GK	will never understand why it was cancelled
A37IRE9GZ0CZ7I	B000MVN8GK	late to the game
A1GUJPIEN0XH4Q	B000MVN8GK	great
A2N61X08FM8WCT	B000MVN8GK	nancy drew typ series
ADDBSMV0PUH74	B000MVN8GK	totally awesome
AM8NF53VKNB3H	B000MVN8GK	v mars review
A32A1BTJBLW7QX	B000MVN8GK	more veronica please
A14Z0Q1DU6CBJJ	B000MVN8GK	what happened
A295P73JMAOFJW	B000MVN8GK	one of my favorite shows
A1V97FRTX1LARJ	B000MVN8GK	great
A2RI10BKCEYXPO	B000MVN8GK	so sorry there isn't more to come
A3L577V8TY26GN	B000MVN8GK	3rd season is not quite as good
A1K7R1U4QZS3W2	B000MVN8GK	why oh why did you cancel this series
A17PWUW1UK6SOY	B000MVN8GK	a shocking surprise - an excellent series
A1Z40REPQ04JKK	B000MVN8GK	good but lacking the hometown feel
ATHD9KHUGV12Z	B000MVN8GK	good series
A1GP75BW2SIGW8	B000MVN8GK	veronica mars season 3
A3RAC0RLLQ83GQ	B000MVN8GK	mars is more than a planet
A342CAVHO0T0PC	B000MVN8GK	what's not to lover about vm
A2NK14AA7IJETL	B000MVN8GK	sophmoric attempt at mystery
A3NFIJUVEAJGP	B000MVN8GK	interesting
AP3QJ4OSINMTD	B000MVN8GK	enjoyable show
A2HVL790PBWYTU	B000MVN8GK	anyone ever tell you you look like a feisty young barbara eden
AFN24JQ73TY1N	B000MVN8GK	veronica mars
A3PGZPDXLW87XS	B000MVN8GK	another good season
A2A6NH6DPE0VXR	B000MVN8GK	super pissed that it was canceled
A34F63HIUSB535	B000MVN8GK	great show
A2EIIWDEJEQ1CL	B000MVN8GK	a really relaxing murder mystery
A1YSMSFRQSC6RY	B000MVN8GK	veronica mars
A3L2OVQHWYBU3O	B000MVN8GK	so sad this show got canceled
A23DUDLPGIJ13X	B000MVN8GK	i am not proud to admit how great this show is
A37CS5RJSIIRJW	B000MVN8GK	great show--no spoilers
A222DZLU5DIC14	B000MVN8GK	should never have been cancelled
A2DQ2KFLIMHKWT	B000MVN8GK	love this
A1L22J6TIKQGOH	B000MVN8GK	liked other two seasons a bit better
A3FHR7W9V6I795	B000MVN8GK	great show - gone too soon
AN6NGSXZXMZZ9	B000MVN8GK	final chapter not so final
A2I6MHMAZZDCRX	B000MVN8GK	veronica goes to college
A18JBPL6AML7F9	B000MVN8GK	a roller coaster from beginning to broken track
AKXAES0GO4WFJ	B000MVN8GK	veronica rocks
AIT53A8U4QSCE	B000MVN8GK	truly entertaining series
AJUT5IQDSDU6J	B000MVN8GK	love it
A234AYG97YVAWY	B000MVN8GK	excellent show
A2OADVG5PRZGAN	B000MVN8GK	veronica mars season 3
A1U2EA59VYHYXU	B000MVN8GK	the end of the series
A3H05Y9Z8IAGP7	B000MVN8GK	smart and sassy
A1P2HSFS5VMTX	B000MVN8GK	enjoyed
A1WNVZCUUF3KUY	B000MVN8GK	rating of season 3
A1F75QQEQ00OLD	B000MVN8GK	veronica mars - series 3 - a cool series
A27NIW38DZ1ROG	B000MVN8GK	love veronica mars
A1LL0KMD889X9O	B000MVN8GK	loved it
A1F8N3R6SC1RAU	B000MVN8GK	i've watched three seasons and really enjoy it
A3U4E247TYU5PC	B000MVN8GK	not what i expected
AUFUN4DVLFBV3	B000MVN8GK	veronica mars rocks
ARMVAHWQQ9S8A	B000MVN8GK	television of the highest quality
A2MVCV25JH94JN	B000MVN8GK	action packed
A4IDWCW9BCBN1	B000MVN8GK	serious and comic
A27RS36NG3FZRF	B000MVN8GK	how did i miss this show
A3HN4XB01XZ7KB	B000MVN8GK	awesome and great actors
A27C84PT7QTJDC	B000MVN8GK	worth watching
A1XXFXNL0TDS5X	B000MVN8GK	very good show
A16QODENBJVUI1	B000MVN8GK	the final casebook of detective veronica mars
AY8KW8KX9ZYBV	B000MVN8GK	wish there was more
A1D696068E7EOU	B000MVN8GK	still good series
A1PSMYFNVAQY3O	B000MVN8GK	a must watch
AMXJDVI60YD39	B000MVN8GK	another great season
A1ZIT4JXTJCCNX	B000MVN8GK	in the tradition of hammet chandler and macdonald
A2IOLKYO3Z0FTG	B000MVN8GK	young pi
A25UY4LWS491C4	B000MVN8GK	veronica
AVRCS10O4W6B3	B000MVN8GK	sorry to see this show end
A1S3WGP18PYNM6	B000MVN8GK	great tv movie
AGTZX9PM32E4S	B000MVN8GK	never watched it
A1DRV8ECC2FMFE	B000MVN8GK	my soulmate
A14OPIV7KYLPK6	B000MVN8GK	marshmellow
AT765ZH0OCYKF	B000MVN8GK	it was good escape until
A25X7Z6R0NA1FX	B000MVN8GK	a very good series
AI8ZXQ2LY3OO3	B000MVN8HE	excellent engaging story
A1O1HWFO5Q9PJ0	B000MVN8HE	oh veronica i wish you would come back
A20EEWWSFMZ1PN	B000MVN8HE	a treat for series fans
A13N5BCT0EPLFE	B000MVN8HE	very good
A1IC0HZ35M0406	B000MVN8HE	unpleasantly surprised
A32A1BTJBLW7QX	B000MVN8HE	veronica mars
A1F1VDR1GRU16H	B000MVN8HE	veronica fan 2 0
A1TC6XBC3NVRFM	B000MVN8HE	good show
AFUHVCBFHXB89	B000MVN8HE	we used to be friends a long time ago and it's good to have you back
A1KR00LVURBZTA	B000MVN8HE	hail the return
A2NLF62F8F7UME	B000MVN8HE	a fun movie for fans of the show
A2COVIOKGWJY6S	B000MVN8HE	loved it
ATHD9KHUGV12Z	B000MVN8HE	great movie
A380H0RPMMOG3E	B000MVN8HE	i was wrong about this
A3RAC0RLLQ83GQ	B000MVN8HE	mars is slipping
A1KIQ4P4ZW3ALF	B000MVN8HE	kiosk lt 1
A2KFAEOHLMLX0H	B000MVN8HE	warm fuzzy feelings
AXDEFYWO36R0C	B000MVN8HE	loved it
A2HVL790PBWYTU	B000MVN8HE	veronica mars pokes her nose in the box office
A6FWP1A03APPO	B000MVN8HE	a fun reunion with old friends
AFN24JQ73TY1N	B000MVN8HE	veronica the movie
A2NMY860CJK313	B000MVN8HE	full fledged marshmallow
A3L2OVQHWYBU3O	B000MVN8HE	need more
A1S6A37WHMKHM6	B000MVN8HE	nancy drew with sass bring back the series
A31LUN0ZSQ6A74	B000MVN8HE	so glad to see my old friends
A3UY3IHUP131BB	B000MVN8HE	not a fan before am a fan now - of the movie want a sequel
A3EXPMWTCHIQQ5	B000MVN8HE	veronica mars is my alter ego
A2763WHSWC9UKJ	B000MVN8HE	my veronica mars fix
AGUN5F2W85777	B000MVN8HE	more from mars
A2DQ2KFLIMHKWT	B000MVN8HE	love veronica
A1VJ6II5DSGTIF	B000MVN8HE	this is how every tv show should close on
A18JBPL6AML7F9	B000MVN8HE	everything i wanted it to be
AKXAES0GO4WFJ	B000MVN8HE	you go girl
A2EBHVSUECXI3I	B000MVN8HE	matein-movie
A11T9M22K9892Y	B000MVN8HE	veronica mars movie
A3QLAOOTFEHCJI	B000MVN8HE	glad to have veronica back
A2OADVG5PRZGAN	B000MVN8HE	veronica mars hd movie
A10HZVT7ZQEOP1	B000MVN8HE	funny moments that crack you up
A1WNVZCUUF3KUY	B000MVN8HE	veronica mars
A27NIW38DZ1ROG	B000MVN8HE	veronica mars fan forever
A33G7YVBCLELW5	B000MVN8HE	love kristen bell
A2LG5YYC1WZA4F	B000MVN8HE	love veronica wanted so much more
A36SS7SEFVENTB	B000MVN8HE	what can you say it had promise that was left somewhere along the way
A15LVDSJFQEPDH	B000MVN8HE	great movie
A31EY439LBTK2	B000MVN8HE	the veronica mars movie was diggable and i dug it
A1JVOV54H4ZVFC	B000MVN8HE	dad i need you advise
AY76Q07AI4MBW	B000MVN8HE	fan service overwhelms the story
AMXJDVI60YD39	B000MVN8HE	so great to see these characters again
A1NEVI417ITHD6	B000MVN8HE	i liked the characters
A2S6J50W5S6V5O	B000MVN8HE	i want more i loved this movie
A1THSBWV04YAIK	B000MVN8HE	outstanding
ASF2Z8OJR0TP3	B000MVN8HE	boring waste of space
A25UY4LWS491C4	B000MVN8HE	mars
A3BAS9366GKHX5	B000MVN8HE	review
A11ATGW4VYDY39	B000MVN8HE	marshmallow heaven
A3C3CJKYHNDVQ0	B000MVN8HE	she's back
AV6QDP8Q0ONK4	B000MVN8HE	detective in the city
A3D6KZT0QG6UKB	B000MVN8HE	too much fan service
A2W67TZAK0TNU	B000MVN8HE	fantastic
A1XT8AJB7S9JJG	B000MVN8HE	after watching this i wish i had seen the show because i really enjoyed this and would really like seeing more of it
A1R29LYFB6FJG7	B000MVN8HE	just like old times
A2XP2VQGQSD7DE	B000MVN8HE	great
A1DRV8ECC2FMFE	B000MVN8HE	witty loyal smart detective
A2ONWRFRPAOG86	B000MVN8HE	much better than expected for a fan funded movie
A2B4K9929TBP30	B000MVN8HE	mostly for the fans but worth the watch
A1B9ZCKNUBZIJO	B000MVN8HE	finally the finale or is it
AJNIACIPB2I5P	B000N8M43U	beau rocks it in top form
AIMR915K4YCN	B000N8M43U	forgive me father
A18LMALYBY616Y	B000N8M43U	brilliant play so-so movie
A2EDZH51XHFA9B	B000N8M43U	lumet's neglected masterpiece
ADSWHY3431SD7	B000N8M43U	great old film
A1XMHK9HN5MW2H	B000N8M43U	childs play you only lose once
ATDNMB4EB7ZY4	B000NHRTAO	stupid tv types for lying is bad karma
A29XTLCPAO966O	B000NHRTAO	great show
A2B9W1KRWF3NAP	B000NHRTAO	too bad there are no new ones
A3A71L51YLGCK9	B000NHRTAO	not as good as the first season but still fun
A1AJVK8BZKQY3K	B000NHRTAO	great second season
A356RFKNIG043B	B000NHRTAO	jumping the shark a little more with each episode
A2QWF2BJ2FM4R2	B000NHRTAO	less good than season 1
A12XDFS1EKZEQ4	B000NHRTAO	my name is earf-season 2 dvd
A1F18K8S6MFJA7	B000NHRTAO	earl
ANCOMAI0I7LVG	B000OC2T4Y	get ready for the most fun you'll ever have getting conned out of a peaceful evening
A2S8H7X9HBJJEL	B000OC2T4Y	fx had a winner with this one
ANX5EWEO7Q42S	B000OC2T4Y	a bit funny but predictable action
AW3VZ5O895LRK	B000OC2T4Y	season one was great season two not so great
AM8NF53VKNB3H	B000OC2T4Y	sad to say
A95880RI1T8JN	B000OC2T4Y	brilliant series shot down in its prime
A2OWAPHQ7G3UNQ	B000OC2T4Y	leaves you hungry
A3GJ6CFWN47N0U	B000OC2T4Y	the riches season 1
A3LH77PBDFEO3F	B000OC2T4Y	very original
A3A4WQL80WOTMH	B000OC2T4Y	blech
A19CXQPHO9E5ZT	B000OC2T4Y	original story
A3KWLE7H7QYUOJ	B000OC2T4Y	who are these people
A24ZFFRQ4MG3XL	B000OC2T4Y	one cool show -o
A1B191OLEE8ZKX	B000OC2T4Y	couldn't stop watching it
A1TKRREZ1ZVBOC	B000OC2T4Y	worth a second glance
AN6NGSXZXMZZ9	B000OC2T4Y	unexpectedly entertaining the riches
A30CV4T4I9Y89P	B000OC2T4Y	quirky
A2YX78F58YPVMU	B000OC2T4Y	great show
A64TQH46W86J3	B000OC2T4Y	original and enchanting
AVR7V60Q4ZR7C	B000OC2T4Y	great show cancelled before it's time
ABLBRUT8DALNN	B000OC2T4Y	the ultimate movie review - - tss5078
A18758S1PUYIDT	B000OC2T4Y	interesting look at a little-known group
ANXY818QKOH8J	B000OC2T4Y	can't like heroes who seriously break the law
A1GVAG9CE3LSL1	B000OC2T4Y	didn't like it at first
A281387UUS2IN5	B000OC3FZQ	great shows so-so dvd's
A3N6GAJTEOF4MO	B000OC3FZQ	an amazing season
A2O10027PWW2TZ	B000OC3FZQ	why is it gone
AD39QGHGWAOPQ	B000OC3FZQ	man i do not want to meet the kid who dreamt those things up ---jason
AJKWF4W7QD4NS	B000OC3FZQ	still the funniest animated show on tv today
A1F93NA8HQ47IU	B000OC3FZQ	goin' on down to south park
AA91J3AZDZIIG	B000OFME82	funny
A1LYOBSJUVIXA	B000OFME82	i love sarah silverman
A179EPBPN8ZDHT	B000OFME82	tiresome
A3QWY38K6NOFK4	B000OFME82	i wish i had learned when i watched this season
A356RFKNIG043B	B000OFME82	the bad overwhelms the good
A2QWF2BJ2FM4R2	B000OFME82	not that funny
ANAYSRE3LX8GZ	B000OFME82	a female comic whose actually funny
A1ER6IYOMM8VCT	B000OFME82	a very funny show but not for everyone
A3RA13OPEIKLQ9	B000OFME82	ssp please come back to me
A16QODENBJVUI1	B000OFME82	you'll either love it or hate it -- or both at the same time
A1K6E15IR9UBOE	B000OGTRC2	i love it
A18BHEHNX6NA2U	B000OGTRC2	suspense with few fireworks
AZT3AX3A4O809	B000OGTRC2	jericho is faaaaaaaaaantastic
A16YTPZBL682CG	B000OGTRC2	good acting
AK76Y9AOP1PE2	B000OGTRC2	jericho
A310SKH8L08AQT	B000OGTRC2	nuclear soap opera
A212DIOR7TFDHC	B000OGTRC2	this grew on me
A2I4DVOP6Z1T5X	B000OGTRC2	i like the series
A1COSZMOI965TQ	B000OGTRC2	too much overacting and unrealistic reactions by the towns people
A3RR4W7A8GWHC6	B000OGTRC2	makes you think what if
A2582KMXLK2P06	B000OGTRC2	not worth the money
AWF2S3UNW9UA0	B000OGTRC2	jericho
A2RWLTTN2VQMU5	B000OGTRC2	great soap
A2LEIANN1UZTHP	B000OGTRC2	painfully reailstic
A31OQI7X63PZ93	B000OGTRC2	intense
A13ZDB9XSSOHVG	B000OGTRC2	solid show
ACVBZF3GK3O45	B000OGTRC2	first season is superb second is unwatchable
A2CVP31XTYSZFE	B000OGTRC2	an intriguing premise
A1GN9DEVPEUGI	B000OGTRC2	great
A3MDA891A1EPT8	B000OGTRC2	pretty good storyline glad it was finished without a cliffhanger
A3CKKBE22L800M	B000OGTRC2	before its time
AFH1VH30550G	B000OGTRC2	written by big city dwellers
A1M428BZF0QONJ	B000OGTRC2	what if
A3A6ML6IDYFQLA	B000OGTRC2	captivating
A9G85AJ78K471	B000OGTRC2	oldie but goodie
A2JD1WXVOLRSGH	B000OGTRC2	jericho
APR99LH9MEV46	B000OGTRC2	it is sounding more like today's happenings
A273Q54RS1S97M	B000OGTRC2	like watching stephen king
A1U11PS71ML0YJ	B000OGTRC2	a pleasant surprise
A24X55HC1R6J5Z	B000OGTRC2	riveting
A1Z9JJN43A5T3W	B000OGTRC2	not done watching but after 7 episodes-
A1L6OEWJF6DUXL	B000OGTRC2	suspenseful well worth your time
A10QT3QQFWYRM5	B000OGTRC2	very scary situation but well done
A3R4CCOJRML79M	B000OGTRC2	joshua would have been jaded
A361AOKAIPGRZ6	B000OGTRC2	this is a real what if show
AL1UIIJMYLIB3	B000OGTRC2	not totally unbelievable
A9LS1JPIZHK4S	B000OGTRC2	fun with some cheese
A2WB6V805KYT7O	B000OGTRC2	intiriguing
A2HVL790PBWYTU	B000OGTRC2	there are some things the apocalypse can't change
A1V4F0QIO7JSWH	B000OGTRC2	excellent series
AW9D6YP101NF7	B000OGTRC2	s sci fi goes drags until you've gotten into it
AVUTTF6MN41Z3	B000OGTRC2	hard to stop watching
A3A71L51YLGCK9	B000OGTRC2	interesting premise badly done
A3IP8SKF2GBNCW	B000OGTRC2	super series
AHQBXGFFMBBC9	B000OGTRC2	how would you deal with disaster
A3JCE5H1BN6NJV	B000OGTRC2	wish i saw this earlier
AKL6E6FRY6CHB	B000OGTRC2	great series
A32HI3213LZGGQ	B000OGTRC2	innovative and interesting
A3KWLE7H7QYUOJ	B000OGTRC2	fairly good
A2SBF7UC16ELSL	B000OGTRC2	well the wife did
AG2XFW9107ABD	B000OGTRC2	interesting
A9HJRBWGDYM9Z	B000OGTRC2	fantastic series that ended too soon
A25KKXUQQ0OLWB	B000OGTRC2	grows on you and then becomes a classic
A2VO3IEEU7FLH7	B000OGTRC2	one of my favorite shows
A1IJ1LBHUJBUR4	B000OGTRC2	interesting
A3TV5LHUDB7H06	B000OGTRC2	jericho
A1HLAKCIGD5875	B000OGTRC2	i almost missed this
A2F9M70D2CYNZ1	B000OGTRC2	jericho
A16RFQ983KGU3P	B000OGTRC2	jericho
AUKUKH8DY53A7	B000OGTRC2	good show
A3N9MUQZA0GQVS	B000OGTRC2	don't know why this show was cancelled
A87WEM9V16425	B000OGTRC2	hooked on jericho
ALD4XF1CEBRDZ	B000OGTRC2	not engaging
A2E7MVXVS52395	B000OGTRC2	awesome series
A1F75QQEQ00OLD	B000OGTRC2	memorable characters story
A30XHP1BMZ3GE7	B000OGTRC2	the sum of all fears well done
AYNGMU3JTIQZT	B000OGTRC2	great show
A3P08W0P4BE898	B000OGTRC2	i love this show
A1G9GWN4NPH5ZN	B000OGTRC2	not that great
ARF8WOJWU9VWL	B000OGTRC2	another soap opera
AWHN805FLEGWA	B000OGTRC2	great show
A34UCR9I4SQQPA	B000OGTRC2	wonderful show
A3KAHT2NRB2OCT	B000OGTRC2	a great series
A2KFBDKKMSVN4Y	B000OGTRC2	great first season
A1VNUU48CSSRSY	B000OGTRC2	awesome
A29FM43A0SLSUJ	B000OGTRC2	a possible scenario
A2HMSQU2JPUQ9M	B000OGTRC2	take notes people
A2YT840ONXTB8U	B000OGTRC2	the best show ever made
A2IRHIFTBMY2SM	B000OGTRC2	a bit soapy
A3US0VOOEK3VZ8	B000OGTRC2	enjoy the plot and cast
A23YLIOY3W67F9	B000OGTRC2	jericho
